businessDate,sectorName,turnOverValues,turnOverVolume,totalTransaction,business_date
2025-03-16,Corporate Debenture,4843082.2,4534,121,2025-03-16
2025-03-16,Development Banks,935829328.2,1521159,6830,2025-03-16
2025-03-16,Finance,297188250.6,525859,3970,2025-03-16
2025-03-16,Hotels And Tourism,66542925.8,92844,722,2025-03-16
2025-03-16,Hydro Power,2187894202.9,5700980,25771,2025-03-16
2025-03-16,Investment,478867845.7,645750,3548,2025-03-16
2025-03-16,Life Insurance,599362448.3,729957,15383,2025-03-16
2025-03-16,Manufacturing And Processing,240390108.5,329016,3077,2025-03-16
2025-03-16,Microfinance,328151993.7,290716,4576,2025-03-16
2025-03-16,Mutual Fund,12421394.49,1260448,600,2025-03-16
2025-03-16,Non Life Insurance,222972818.1,271652,2004,2025-03-16
2025-03-16,Others,1011020880.2,973896,6301,2025-03-16
2025-03-16,Promoter Share,97719549.6,424007,370,2025-03-16
2025-03-16,Tradings,15924871.9,2986,152,2025-03-16
1970-01-01,Preference Share,0.0,0,0,2025-03-17
2025-03-17,Commercial Banks,285763130.5,1052224,3982,2025-03-17
2025-03-17,Corporate Debenture,2952707.9,2764,138,2025-03-17
2025-03-17,Development Banks,628910514.8,1011647,4408,2025-03-17
2025-03-17,Finance,166933793.4,289115,2482,2025-03-17
2025-03-17,Hotels And Tourism,63941574.2,79032,648,2025-03-17
2025-03-17,Hydro Power,1582655007.25,4020355,20081,2025-03-17
2025-03-17,Investment,531383402.9,594358,3019,2025-03-17
2025-03-17,Life Insurance,489793577.7,612463,8743,2025-03-17
2025-03-17,Manufacturing And Processing,167608723.1,253895,2257,2025-03-17
2025-03-17,Microfinance,415086720.5,341940,4288,2025-03-17
2025-03-17,Mutual Fund,3383052.26,361041,604,2025-03-17
2025-03-17,Non Life Insurance,191766608.3,230888,1754,2025-03-17
2025-03-17,Others,801606863.2,743308,4554,2025-03-17
2025-03-17,Promoter Share,62399916.7,339607,467,2025-03-17
2025-03-17,Tradings,11091622.7,2067,96,2025-03-17
1970-01-01,Preference Share,0.0,0,0,2025-03-18
2025-03-18,Commercial Banks,233300189.5,866598,3908,2025-03-18
2025-03-18,Corporate Debenture,3603196.2,3236,73,2025-03-18
2025-03-18,Development Banks,445893155.2,563561,3401,2025-03-18
2025-03-18,Finance,119648104.7,206130,1916,2025-03-18
2025-03-18,Hotels And Tourism,45638968.4,59440,502,2025-03-18
2025-03-18,Hydro Power,1487685601.1,3822934,19471,2025-03-18
2025-03-18,Investment,383384634.9,472518,3044,2025-03-18
2025-03-18,Life Insurance,463904370.0,570527,6880,2025-03-18
2025-03-18,Manufacturing And Processing,153706968.9,218902,2082,2025-03-18
2025-03-18,Microfinance,274699713.1,221264,3285,2025-03-18
2025-03-18,Mutual Fund,3052688.17,326939,478,2025-03-18
2025-03-18,Non Life Insurance,134204243.3,165313,1365,2025-03-18
2025-03-18,Others,543650800.3,513651,3949,2025-03-18
2025-03-18,Promoter Share,38559942.5,223781,360,2025-03-18
2025-03-18,Tradings,14805458.3,2765,89,2025-03-18
1970-01-01,Preference Share,0.0,0,0,2025-03-19
2025-03-19,Commercial Banks,324701846.5,1203814,4593,2025-03-19
2025-03-19,Corporate Debenture,1361099.5,1237,57,2025-03-19
2025-03-19,Development Banks,676595198.6,898460,4660,2025-03-19
2025-03-19,Finance,163969729.3,289893,2587,2025-03-19
2025-03-19,Hotels And Tourism,52661018.3,75254,570,2025-03-19
2025-03-19,Hydro Power,1711839032.2,4097046,19572,2025-03-19
2025-03-19,Investment,475548074.4,521288,2954,2025-03-19
2025-03-19,Life Insurance,477434618.2,643062,7104,2025-03-19
2025-03-19,Manufacturing And Processing,144366397.0,210609,1980,2025-03-19
2025-03-19,Microfinance,367688848.1,295185,3896,2025-03-19
2025-03-19,Mutual Fund,4482844.46,469503,454,2025-03-19
2025-03-19,Non Life Insurance,194040079.5,239674,2023,2025-03-19
2025-03-19,Others,517567677.2,502484,3790,2025-03-19
2025-03-19,Promoter Share,24643394.9,134716,299,2025-03-19
2025-03-19,Tradings,5667781.1,1056,62,2025-03-19
1970-01-01,Preference Share,0.0,0,0,2025-03-20
2025-03-20,Commercial Banks,325284038.4,1253577,4474,2025-03-20
2025-03-20,Corporate Debenture,4660962.3,4196,92,2025-03-20
2025-03-20,Development Banks,578011899.2,792669,4909,2025-03-20
2025-03-20,Finance,193237544.5,338885,3210,2025-03-20
2025-03-20,Hotels And Tourism,40317109.8,55698,524,2025-03-20
2025-03-20,Hydro Power,1561882467.3,3982711,19789,2025-03-20
2025-03-20,Investment,311533157.8,408929,2683,2025-03-20
2025-03-20,Life Insurance,365581065.9,460789,7507,2025-03-20
2025-03-20,Manufacturing And Processing,172219584.8,249661,2333,2025-03-20
2025-03-20,Microfinance,256136780.6,235382,3531,2025-03-20
2025-03-20,Mutual Fund,8504567.07,901745,530,2025-03-20
2025-03-20,Non Life Insurance,134456940.6,176996,1941,2025-03-20
2025-03-20,Others,563498837.5,528048,3514,2025-03-20
2025-03-20,Promoter Share,38898164.1,208458,347,2025-03-20
2025-03-20,Tradings,5727868.9,1075,57,2025-03-20
1970-01-01,Preference Share,0.0,0,0,2025-03-23
2025-03-23,Commercial Banks,400121785.71,1557929,6656,2025-03-23
2025-03-23,Corporate Debenture,1691617.1,1573,67,2025-03-23
2025-03-23,Development Banks,848425632.4,1060234,5805,2025-03-23
2025-03-23,Finance,237502471.6,426705,4227,2025-03-23
2025-03-23,Hotels And Tourism,72233149.2,98012,871,2025-03-23
2025-03-23,Hydro Power,2006223795.55,5344522,26668,2025-03-23
2025-03-23,Investment,655576546.6,679131,3577,2025-03-23
2025-03-23,Life Insurance,418283055.28,608599,7437,2025-03-23
2025-03-23,Manufacturing And Processing,194616968.3,288021,2932,2025-03-23
2025-03-23,Microfinance,398149624.9,347887,5864,2025-03-23
2025-03-23,Mutual Fund,5551587.06,594940,501,2025-03-23
2025-03-23,Non Life Insurance,186000596.4,251838,2141,2025-03-23
2025-03-23,Others,835015987.2,816122,4963,2025-03-23
2025-03-23,Promoter Share,44655193.5,292089,408,2025-03-23
2025-03-23,Tradings,13166761.0,2519,93,2025-03-23
1970-01-01,Preference Share,0.0,0,0,2025-03-24
2025-03-24,Commercial Banks,386660522.9,1487160,5276,2025-03-24
2025-03-24,Corporate Debenture,6391821.3,6117,118,2025-03-24
2025-03-24,Development Banks,475197056.5,596912,3990,2025-03-24
2025-03-24,Finance,288479160.4,525659,4644,2025-03-24
2025-03-24,Hotels And Tourism,50157295.7,73296,635,2025-03-24
2025-03-24,Hydro Power,1325348861.7,3670590,20159,2025-03-24
2025-03-24,Investment,402858480.1,467303,3412,2025-03-24
2025-03-24,Life Insurance,388642179.7,522974,6598,2025-03-24
2025-03-24,Manufacturing And Processing,177194180.2,271052,2511,2025-03-24
2025-03-24,Microfinance,285275228.4,223496,4179,2025-03-24
2025-03-24,Mutual Fund,8737373.39,958960,364,2025-03-24
2025-03-24,Non Life Insurance,130008301.8,168542,1526,2025-03-24
2025-03-24,Others,496940735.7,503679,4301,2025-03-24
2025-03-24,Promoter Share,51804683.6,261784,404,2025-03-24
2025-03-24,Tradings,8280953.2,1578,84,2025-03-24
1970-01-01,Preference Share,0.0,0,0,2025-03-25
2025-03-25,Commercial Banks,417117076.2,1540652,5843,2025-03-25
2025-03-25,Corporate Debenture,55630354.9,48912,116,2025-03-25
2025-03-25,Development Banks,608628718.1,836594,4720,2025-03-25
2025-03-25,Finance,215721875.07,390805,3723,2025-03-25
2025-03-25,Hotels And Tourism,61164053.6,95080,761,2025-03-25
2025-03-25,Hydro Power,1667018467.4,4648243,23128,2025-03-25
2025-03-25,Investment,437905243.9,492137,3473,2025-03-25
2025-03-25,Life Insurance,354377012.2,500902,5617,2025-03-25
2025-03-25,Manufacturing And Processing,258510978.2,378096,3001,2025-03-25
2025-03-25,Microfinance,333707894.4,291806,4976,2025-03-25
2025-03-25,Mutual Fund,7696597.93,843367,384,2025-03-25
2025-03-25,Non Life Insurance,168607218.1,236121,2050,2025-03-25
2025-03-25,Others,514461274.7,505076,3637,2025-03-25
2025-03-25,Promoter Share,64852073.3,344663,435,2025-03-25
2025-03-25,Tradings,12635360.0,2428,111,2025-03-25
1970-01-01,Preference Share,0.0,0,0,2025-03-26
2025-03-26,Commercial Banks,313950534.9,1201721,4398,2025-03-26
2025-03-26,Corporate Debenture,4417415.8,4022,77,2025-03-26
2025-03-26,Development Banks,347544570.2,436303,3177,2025-03-26
2025-03-26,Finance,140481856.2,257260,2443,2025-03-26
2025-03-26,Hotels And Tourism,33607849.6,46269,489,2025-03-26
2025-03-26,Hydro Power,1176975598.4,3187543,16813,2025-03-26
2025-03-26,Investment,332363239.4,478312,2819,2025-03-26
2025-03-26,Life Insurance,437569412.0,454757,5152,2025-03-26
2025-03-26,Manufacturing And Processing,168989122.8,248795,2342,2025-03-26
2025-03-26,Microfinance,258441118.9,223259,3812,2025-03-26
2025-03-26,Mutual Fund,10828756.29,1185148,397,2025-03-26
2025-03-26,Non Life Insurance,109642203.21,149509,1269,2025-03-26
2025-03-26,Others,771527490.1,733110,5085,2025-03-26
2025-03-26,Promoter Share,85549482.4,534073,421,2025-03-26
2025-03-26,Tradings,10439825.0,2017,57,2025-03-26
1970-01-01,Preference Share,0.0,0,0,2025-03-27
2025-03-27,Commercial Banks,305156534.8,1158912,4542,2025-03-27
2025-03-27,Corporate Debenture,4744920.6,4384,77,2025-03-27
2025-03-27,Development Banks,626882496.1,798671,3545,2025-03-27
2025-03-27,Finance,169849982.3,307948,2539,2025-03-27
2025-03-27,Hotels And Tourism,58507826.1,83327,650,2025-03-27
2025-03-27,Hydro Power,1308141968.6,3579382,17668,2025-03-27
2025-03-27,Investment,643615372.5,790373,4182,2025-03-27
2025-03-27,Life Insurance,394527350.7,536718,5537,2025-03-27
2025-03-27,Manufacturing And Processing,224245093.1,345853,2843,2025-03-27
2025-03-27,Microfinance,396004324.5,327173,5250,2025-03-27
2025-03-27,Mutual Fund,5099249.63,534812,450,2025-03-27
2025-03-27,Non Life Insurance,131879421.7,175981,1410,2025-03-27
2025-03-27,Others,831557520.9,789923,5913,2025-03-27
2025-03-27,Promoter Share,83576296.2,330732,486,2025-03-27
2025-03-27,Tradings,35440545.2,6494,288,2025-03-27
1970-01-01,Preference Share,0.0,0,0,2025-03-30
2025-03-30,Commercial Banks,408924601.2,1565909,6053,2025-03-30
2025-03-30,Corporate Debenture,56541934.9,48449,113,2025-03-30
2025-03-30,Development Banks,552795471.6,731749,4599,2025-03-30
2025-03-30,Finance,277269642.2,487156,4017,2025-03-30
2025-03-30,Hotels And Tourism,65314451.0,87244,709,2025-03-30
2025-03-30,Hydro Power,2279892901.2,5936129,27069,2025-03-30
2025-03-30,Investment,929608694.86,1189192,6006,2025-03-30
2025-03-30,Life Insurance,604861066.74,777152,7278,2025-03-30
2025-03-30,Manufacturing And Processing,319354529.4,485865,3630,2025-03-30
2025-03-30,Microfinance,404433006.1,358073,5041,2025-03-30
2025-03-30,Mutual Fund,11249520.27,1192283,515,2025-03-30
2025-03-30,Non Life Insurance,174186018.9,225607,1777,2025-03-30
2025-03-30,Others,1261055677.3,1162742,8553,2025-03-30
2025-03-30,Promoter Share,193023156.7,1319351,747,2025-03-30
2025-03-30,Tradings,27220664.7,5006,192,2025-03-30
1970-01-01,Corporate Debenture,0,0,0,2025-03-31
1970-01-01,Preference Share,0,0,0,2025-03-31
1970-01-01,Promoter Share,0,0,0,2025-03-31
1970-01-01,Preference Share,0.0,0,0,2025-04-01
2025-04-01,Commercial Banks,290301346.7,1122024,4135,2025-04-01
2025-04-01,Corporate Debenture,2936056.0,2638,68,2025-04-01
2025-04-01,Development Banks,470113007.2,572645,3932,2025-04-01
2025-04-01,Finance,169799721.7,303268,2558,2025-04-01
2025-04-01,Hotels And Tourism,48471401.3,66130,610,2025-04-01
2025-04-01,Hydro Power,1755742590.9,4355160,20127,2025-04-01
2025-04-01,Investment,949119884.3,957561,4923,2025-04-01
2025-04-01,Life Insurance,451088289.1,502739,5537,2025-04-01
2025-04-01,Manufacturing And Processing,212298021.4,329339,2584,2025-04-01
2025-04-01,Microfinance,275101577.8,253629,3848,2025-04-01
2025-04-01,Mutual Fund,8659533.74,918428,437,2025-04-01
2025-04-01,Non Life Insurance,126041951.4,171314,1256,2025-04-01
2025-04-01,Others,962825073.3,916228,5873,2025-04-01
2025-04-01,Promoter Share,42165324.9,193225,362,2025-04-01
2025-04-01,Tradings,31225382.9,5584,261,2025-04-01
1970-01-01,Preference Share,0.0,0,0,2025-04-02
2025-04-02,Commercial Banks,342934892.6,1350931,4152,2025-04-02
2025-04-02,Corporate Debenture,28657846.2,25910,65,2025-04-02
2025-04-02,Development Banks,403877231.5,467731,2945,2025-04-02
2025-04-02,Finance,347502269.6,597689,4249,2025-04-02
2025-04-02,Hotels And Tourism,41496672.5,59590,454,2025-04-02
2025-04-02,Hydro Power,1912562406.6,4684118,20846,2025-04-02
2025-04-02,Investment,819164843.3,637684,4673,2025-04-02
2025-04-02,Life Insurance,330018140.3,365493,4913,2025-04-02
2025-04-02,Manufacturing And Processing,173550478.6,249613,1945,2025-04-02
2025-04-02,Microfinance,245506302.9,231065,3339,2025-04-02
2025-04-02,Mutual Fund,9370492.76,953904,509,2025-04-02
2025-04-02,Non Life Insurance,104605007.4,137395,1183,2025-04-02
2025-04-02,Others,576193571.0,536701,3970,2025-04-02
2025-04-02,Promoter Share,28411727.7,131038,180,2025-04-02
2025-04-02,Tradings,79032432.5,13224,439,2025-04-02
1970-01-01,Preference Share,0.0,0,0,2025-04-03
2025-04-03,Commercial Banks,635737763.7,2552163,7582,2025-04-03
2025-04-03,Corporate Debenture,1914260.7,1730,76,2025-04-03
2025-04-03,Development Banks,426823231.3,540606,3167,2025-04-03
2025-04-03,Finance,248514357.3,421419,3502,2025-04-03
2025-04-03,Hotels And Tourism,60078131.4,82135,574,2025-04-03
2025-04-03,Hydro Power,2777168372.0,6664501,26256,2025-04-03
2025-04-03,Investment,940712656.7,1030268,5360,2025-04-03
2025-04-03,Life Insurance,503624900.0,614699,6005,2025-04-03
2025-04-03,Manufacturing And Processing,281903195.2,415652,2648,2025-04-03
2025-04-03,Microfinance,323975463.6,309777,3788,2025-04-03
2025-04-03,Mutual Fund,11004095.27,1196880,426,2025-04-03
2025-04-03,Non Life Insurance,163895187.0,201690,1650,2025-04-03
2025-04-03,Others,1356846387.3,1200443,7422,2025-04-03
2025-04-03,Promoter Share,65641399.5,262490,329,2025-04-03
2025-04-03,Tradings,44259760.3,7565,267,2025-04-03
1970-01-01,Corporate Debenture,0,0,0,2025-04-06
1970-01-01,Preference Share,0,0,0,2025-04-06
1970-01-01,Promoter Share,0,0,0,2025-04-06
1970-01-01,Preference Share,0.0,0,0,2025-04-07
2025-04-07,Commercial Banks,263337762.3,1003447,4167,2025-04-07
2025-04-07,Corporate Debenture,31263983.5,27935,74,2025-04-07
2025-04-07,Development Banks,393060783.8,486832,2878,2025-04-07
2025-04-07,Finance,193770248.6,341024,2898,2025-04-07
2025-04-07,Hotels And Tourism,47791895.3,68472,520,2025-04-07
2025-04-07,Hydro Power,1987100689.8,4818448,21134,2025-04-07
2025-04-07,Investment,780560738.2,720681,4561,2025-04-07
2025-04-07,Life Insurance,412627454.0,462838,5713,2025-04-07
2025-04-07,Manufacturing And Processing,198134148.9,304282,2412,2025-04-07
2025-04-07,Microfinance,252662526.9,220301,3542,2025-04-07
2025-04-07,Mutual Fund,2901503.8,309346,420,2025-04-07
2025-04-07,Non Life Insurance,116006348.9,146810,1279,2025-04-07
2025-04-07,Others,879896389.8,779051,5650,2025-04-07
2025-04-07,Promoter Share,67618634.5,319741,250,2025-04-07
2025-04-07,Tradings,31987065.8,5558,205,2025-04-07
1970-01-01,Preference Share,0.0,0,0,2025-04-08
2025-04-08,Commercial Banks,351552546.2,1420517,4719,2025-04-08
2025-04-08,Corporate Debenture,2837625.5,2607,76,2025-04-08
2025-04-08,Development Banks,473896315.8,558020,2905,2025-04-08
2025-04-08,Finance,152408310.9,274239,2366,2025-04-08
2025-04-08,Hotels And Tourism,54698185.9,77857,631,2025-04-08
2025-04-08,Hydro Power,1623351988.5,4239150,20252,2025-04-08
2025-04-08,Investment,919482513.3,876918,4568,2025-04-08
2025-04-08,Life Insurance,349584076.1,402845,4731,2025-04-08
2025-04-08,Manufacturing And Processing,226633629.4,365045,2578,2025-04-08
2025-04-08,Microfinance,241234152.0,210182,3606,2025-04-08
2025-04-08,Mutual Fund,11598325.19,1211334,439,2025-04-08
2025-04-08,Non Life Insurance,145634501.4,189997,1524,2025-04-08
2025-04-08,Others,690364567.7,634768,4620,2025-04-08
2025-04-08,Promoter Share,40234560.8,174896,252,2025-04-08
2025-04-08,Tradings,23879372.8,4219,186,2025-04-08
1970-01-01,Preference Share,0.0,0,0,2025-04-09
2025-04-09,Commercial Banks,225289341.9,850646,3597,2025-04-09
2025-04-09,Corporate Debenture,7188584.6,6391,78,2025-04-09
2025-04-09,Development Banks,234794808.6,346970,2352,2025-04-09
2025-04-09,Finance,122888595.7,219522,1884,2025-04-09
2025-04-09,Hotels And Tourism,58804726.8,93741,743,2025-04-09
2025-04-09,Hydro Power,1474753115.8,3701249,16807,2025-04-09
2025-04-09,Investment,900593024.7,799162,4534,2025-04-09
2025-04-09,Life Insurance,256493969.2,312026,3871,2025-04-09
2025-04-09,Manufacturing And Processing,227728151.0,368224,2421,2025-04-09
2025-04-09,Microfinance,217498143.0,163248,2953,2025-04-09
2025-04-09,Mutual Fund,21331602.63,2306044,545,2025-04-09
2025-04-09,Non Life Insurance,125898033.5,151276,1346,2025-04-09
2025-04-09,Others,533657653.3,472779,3440,2025-04-09
2025-04-09,Promoter Share,51043062.5,277617,298,2025-04-09
2025-04-09,Tradings,24945650.6,4241,195,2025-04-09
1970-01-01,Preference Share,0.0,0,0,2025-04-10
2025-04-10,Commercial Banks,562474278.1,2165132,4202,2025-04-10
2025-04-10,Corporate Debenture,4373467.8,3878,65,2025-04-10
2025-04-10,Development Banks,490047332.6,537846,2572,2025-04-10
2025-04-10,Finance,126934157.3,226642,1849,2025-04-10
2025-04-10,Hotels And Tourism,45020531.2,60598,530,2025-04-10
2025-04-10,Hydro Power,2124967043.7,5383704,22157,2025-04-10
2025-04-10,Investment,780409065.8,603343,3736,2025-04-10
2025-04-10,Life Insurance,377382647.9,372219,4144,2025-04-10
2025-04-10,Manufacturing And Processing,163075887.5,264085,1781,2025-04-10
2025-04-10,Microfinance,294637409.3,235738,3291,2025-04-10
2025-04-10,Mutual Fund,6821194.13,708423,447,2025-04-10
2025-04-10,Non Life Insurance,85542698.2,113823,1048,2025-04-10
2025-04-10,Others,510690130.9,496122,3456,2025-04-10
2025-04-10,Promoter Share,46423515.5,209334,192,2025-04-10
2025-04-10,Tradings,16894493.3,2921,125,2025-04-10
1970-01-01,Preference Share,0.0,0,0,2025-04-13
2025-04-13,Commercial Banks,363022922.0,1458110,3814,2025-04-13
2025-04-13,Corporate Debenture,13662979.2,12072,131,2025-04-13
2025-04-13,Development Banks,594866818.2,618684,3352,2025-04-13
2025-04-13,Finance,136206291.9,246909,1909,2025-04-13
2025-04-13,Hotels And Tourism,38068621.2,54388,396,2025-04-13
2025-04-13,Hydro Power,2117419720.1,5234327,21523,2025-04-13
2025-04-13,Investment,1246091224.5,1483444,6795,2025-04-13
2025-04-13,Life Insurance,352769111.8,400744,5049,2025-04-13
2025-04-13,Manufacturing And Processing,219505890.1,357360,2208,2025-04-13
2025-04-13,Microfinance,239759706.2,205791,3144,2025-04-13
2025-04-13,Mutual Fund,12933919.73,1346170,468,2025-04-13
2025-04-13,Non Life Insurance,92933282.1,117144,1078,2025-04-13
2025-04-13,Others,611941160.6,576127,3820,2025-04-13
2025-04-13,Promoter Share,229096247.9,1075692,562,2025-04-13
2025-04-13,Tradings,10893757.5,1916,92,2025-04-13
1970-01-01,Corporate Debenture,0,0,0,2025-04-14
1970-01-01,Preference Share,0,0,0,2025-04-14
1970-01-01,Promoter Share,0,0,0,2025-04-14
1970-01-01,Preference Share,0.0,0,0,2025-04-15
2025-04-15,Commercial Banks,307825278.6,1100365,3893,2025-04-15
2025-04-15,Corporate Debenture,8074813.3,7206,88,2025-04-15
2025-04-15,Development Banks,575251758.3,691305,4023,2025-04-15
2025-04-15,Finance,180420439.5,312160,2065,2025-04-15
2025-04-15,Hotels And Tourism,83703515.9,139998,745,2025-04-15
2025-04-15,Hydro Power,4577330121.9,15057715,33803,2025-04-15
2025-04-15,Investment,1285276566.8,1790921,8247,2025-04-15
2025-04-15,Life Insurance,370775475.6,395209,4948,2025-04-15
2025-04-15,Manufacturing And Processing,174169572.1,260942,2210,2025-04-15
2025-04-15,Microfinance,233786138.5,184663,3367,2025-04-15
2025-04-15,Mutual Fund,6033517.61,629102,383,2025-04-15
2025-04-15,Non Life Insurance,95596067.1,114184,1014,2025-04-15
2025-04-15,Others,502987332.4,474869,3625,2025-04-15
2025-04-15,Promoter Share,128723738.8,679639,816,2025-04-15
2025-04-15,Tradings,13631256.5,2459,119,2025-04-15
1970-01-01,Preference Share,0.0,0,0,2025-04-16
2025-04-16,Commercial Banks,304666590.3,1161430,3933,2025-04-16
2025-04-16,Corporate Debenture,3981103.4,3601,109,2025-04-16
2025-04-16,Development Banks,596114291.9,671290,3917,2025-04-16
